,Recipes,Ingredients,Relationship
20877,Chocolate Butter-Creme Frosting,confectioners' sugar,Contains
20878,Chocolate Butter-Creme Frosting,butter,Contains
20879,Chocolate Butter-Creme Frosting,salt,Contains
20880,Chocolate Butter-Creme Frosting,squares unsweetened chocolate,Contains
20881,Chocolate Butter-Creme Frosting,milk,Contains
20882,Chocolate Butter-Creme Frosting,vanilla extract,Contains
20883,Granola-Chocolate Cookies,butter,Contains
20884,Granola-Chocolate Cookies,white sugar,Contains
20885,Granola-Chocolate Cookies,packed brown sugar,Contains
20886,Granola-Chocolate Cookies,egg,Contains
20887,Granola-Chocolate Cookies,vanilla extract,Contains
20888,Granola-Chocolate Cookies,all-purpose flour,Contains
20889,Granola-Chocolate Cookies,baking soda,Contains
20890,Granola-Chocolate Cookies,salt,Contains
20891,Granola-Chocolate Cookies,granola,Contains
20892,Granola-Chocolate Cookies,semi-sweet chocolate chips,Contains
20893,Granola-Chocolate Cookies,chopped,Contains
20894,Cinnamon Cookies I,white sugar,Contains
20895,Cinnamon Cookies I,butter,Contains
20896,Cinnamon Cookies I,egg yolks,Contains
20897,Cinnamon Cookies I,milk,Contains
20898,Cinnamon Cookies I,all-purpose flour,Contains
20899,Cinnamon Cookies I,ground cinnamon,Contains
20900,Cinnamon Cookies I,baking powder,Contains
20901,Cinnamon Cookies I,salt,Contains
20902,Linzer Torte Cookies,butter,Contains
20903,Linzer Torte Cookies,white sugar,Contains
20904,Linzer Torte Cookies,egg,Contains
20905,Linzer Torte Cookies,lemon zest,Contains
20906,Linzer Torte Cookies,all-purpose flour,Contains
20907,Linzer Torte Cookies,blanched slivered almonds,Contains
20908,Linzer Torte Cookies,ground cinnamon,Contains
20909,Linzer Torte Cookies,ground,Contains
20910,Linzer Torte Cookies,raspberry jam,Contains
20911,Triple the Ginger Cookies,butter,Contains
20912,Triple the Ginger Cookies,packed brown sugar,Contains
20913,Triple the Ginger Cookies,egg,Contains
20914,Triple the Ginger Cookies,molasses,Contains
20915,Triple the Ginger Cookies,all-purpose flour,Contains
20916,Triple the Ginger Cookies,ground ginger,Contains
20917,Triple the Ginger Cookies,baking soda,Contains
20918,Triple the Ginger Cookies,salt,Contains
20919,Triple the Ginger Cookies,minced ginger root,Contains
20920,Triple the Ginger Cookies,chopped crystallized ginger,Contains
20921,Applesauce Raisin Cookies I,shortening,Contains
20922,Applesauce Raisin Cookies I,packed brown sugar,Contains
20923,Applesauce Raisin Cookies I,eggs,Contains
20924,Applesauce Raisin Cookies I,applesauce,Contains
20925,Applesauce Raisin Cookies I,cold,Contains
20926,Applesauce Raisin Cookies I,all-purpose flour,Contains
20927,Applesauce Raisin Cookies I,salt,Contains
20928,Applesauce Raisin Cookies I,baking soda,Contains
20929,Applesauce Raisin Cookies I,ground cinnamon,Contains
20930,Applesauce Raisin Cookies I,ground,Contains
20931,Applesauce Raisin Cookies I,ground nutmeg,Contains
20932,Applesauce Raisin Cookies I,raisins,Contains
20933,Applesauce Raisin Cookies I,chopped walnuts,Contains
20934,Butter Balls I,butter,Contains
20935,Butter Balls I,packed brown sugar,Contains
20936,Butter Balls I,baking powder,Contains
20937,Butter Balls I,egg,Contains
20938,Butter Balls I,vanilla extract,Contains
20939,Butter Balls I,all-purpose flour,Contains
20940,Chewy Coconut Cookies,all-purpose flour,Contains
20941,Chewy Coconut Cookies,baking soda,Contains
20942,Chewy Coconut Cookies,salt,Contains
20943,Chewy Coconut Cookies,butter,Contains
20944,Chewy Coconut Cookies,packed brown sugar,Contains
20945,Chewy Coconut Cookies,white sugar,Contains
20946,Chewy Coconut Cookies,egg,Contains
20947,Chewy Coconut Cookies,vanilla extract,Contains
20948,Chewy Coconut Cookies,flaked coconut,Contains
20949,Crunches,butterscotch chips,Contains
20950,Crunches,peanut butter,Contains
20951,Crunches,cornflakes cereal,Contains
20952,Everything Cookies I,butter,Contains
20953,Everything Cookies I,packed brown sugar,Contains
20954,Everything Cookies I,white sugar,Contains
20955,Everything Cookies I,egg,Contains
20956,Everything Cookies I,cream of tartar,Contains
20957,Everything Cookies I,quick cooking oats,Contains
20958,Everything Cookies I,vegetable oil,Contains
20959,Everything Cookies I,semisweet chocolate chips,Contains
20960,Everything Cookies I,crisp rice cereal,Contains
20961,Everything Cookies I,baking soda,Contains
20962,Everything Cookies I,salt,Contains
20963,Everything Cookies I,all-purpose flour,Contains
20964,Everything Cookies I,vanilla extract,Contains
20965,Oatmeal Cinnamon Drops,butter,Contains
20966,Oatmeal Cinnamon Drops,white sugar,Contains
20967,Oatmeal Cinnamon Drops,eggs,Contains
20968,Oatmeal Cinnamon Drops,vanilla extract,Contains
20969,Oatmeal Cinnamon Drops,tablespoon molasses,Contains
20970,Oatmeal Cinnamon Drops,all-purpose flour,Contains
20971,Oatmeal Cinnamon Drops,baking soda,Contains
20972,Oatmeal Cinnamon Drops,ground cinnamon,Contains
20973,Oatmeal Cinnamon Drops,chopped walnuts,Contains
20974,Oatmeal Cinnamon Drops,quick cooking oats,Contains
20975,Oatmeal Cinnamon Drops,semisweet chocolate chips,Contains
20976,Oatmeal Cinnamon Drops,raisins,Contains
20977,One Oh One Cookies,white sugar,Contains
20978,One Oh One Cookies,packed brown sugar,Contains
20979,One Oh One Cookies,butter,Contains
20980,One Oh One Cookies,vegetable oil,Contains
20981,One Oh One Cookies,egg,Contains
20982,One Oh One Cookies,cream of tartar,Contains
20983,One Oh One Cookies,vanilla extract,Contains
20984,One Oh One Cookies,flaked coconut,Contains
20985,One Oh One Cookies,chopped walnuts,Contains
20986,One Oh One Cookies,crisp rice cereal,Contains
20987,One Oh One Cookies,rolled oats,Contains
20988,One Oh One Cookies,all-purpose flour,Contains
20989,One Oh One Cookies,salt,Contains
20990,One Oh One Cookies,baking soda,Contains
20991,Tea Tassies,all-purpose flour,Contains
20992,Tea Tassies,butter,Contains
20993,Tea Tassies,white sugar,Contains
20994,Tea Tassies,cream cheese,Contains
20995,Tea Tassies,eggs,Contains
20996,Tea Tassies,chopped walnuts,Contains
20997,Tea Tassies,packed brown sugar,Contains
20998,Tea Tassies,butter,Contains
20999,Tea Tassies,vanilla extract,Contains
21000,Tea Tassies,salt,Contains
21001,Apple Pie Slices,all-purpose flour,Contains
21002,Apple Pie Slices,white sugar,Contains
21003,Apple Pie Slices,egg yolks,Contains
21004,Apple Pie Slices,milk,Contains
21005,Apple Pie Slices,salt,Contains
21006,Apple Pie Slices,shortening,Contains
21007,Apple Pie Slices,egg whites,Contains
21008,Apple Pie Slices,apple - peeled,Contains
21009,Apple Pie Slices,white sugar,Contains
21010,Apple Pie Slices,ground cinnamon,Contains
21011,Apple Pie Slices,confectioners' sugar,Contains
21012,Apple Pie Slices,salt,Contains
21013,Apple Pie Slices,vanilla extract,Contains
21014,Apple Pie Slices,milk,Contains
21015,Pumpkin Bars I,all-purpose flour,Contains
21016,Pumpkin Bars I,baking powder,Contains
21017,Pumpkin Bars I,baking soda,Contains
21018,Pumpkin Bars I,salt,Contains
21019,Pumpkin Bars I,ground cinnamon,Contains
21020,Pumpkin Bars I,pumpkin,Contains
21021,Pumpkin Bars I,vegetable oil,Contains
21022,Pumpkin Bars I,eggs,Contains
21023,Pumpkin Bars I,white sugar,Contains
21024,Pumpkin Bars I,chopped walnuts,Contains
21025,Quick and Easy Brownies,white sugar,Contains
21026,Quick and Easy Brownies,butter,Contains
21027,Quick and Easy Brownies,cocoa powder,Contains
21028,Quick and Easy Brownies,vanilla extract,Contains
21029,Quick and Easy Brownies,eggs,Contains
21030,Quick and Easy Brownies,all-purpose flour,Contains
21031,Quick and Easy Brownies,baking powder,Contains
21032,Quick and Easy Brownies,salt,Contains
21033,Quick and Easy Brownies,walnut,Contains
21034,Sour Cream-Rhubarb Squares,white sugar,Contains
21035,Sour Cream-Rhubarb Squares,tablespoon butter,Contains
21036,Sour Cream-Rhubarb Squares,packed brown sugar,Contains
21037,Sour Cream-Rhubarb Squares,egg,Contains
21038,Sour Cream-Rhubarb Squares,baking soda,Contains
21039,Sour Cream-Rhubarb Squares,sour cream,Contains
21040,Sour Cream-Rhubarb Squares,chopped walnuts,Contains
21041,Sour Cream-Rhubarb Squares,ground cinnamon,Contains
21042,Sour Cream-Rhubarb Squares,shortening,Contains
21043,Sour Cream-Rhubarb Squares,all-purpose flour,Contains
21044,Sour Cream-Rhubarb Squares,salt,Contains
21045,Sour Cream-Rhubarb Squares,chopped rhubarb,Contains
21046,Cream Cheese Frosting I,cream cheese,Contains
21047,Cream Cheese Frosting I,butter,Contains
21048,Cream Cheese Frosting I,confectioners' sugar,Contains
21049,Cream Cheese Frosting I,tablespoon cream,Contains
21050,Cream Cheese Frosting I,vanilla extract,Contains
21051,Chocolate and Almond Biscotti,blanched whole almonds,Contains
21052,Chocolate and Almond Biscotti,all-purpose flour,Contains
21053,Chocolate and Almond Biscotti,baking soda,Contains
21054,Chocolate and Almond Biscotti,baking powder,Contains
21055,Chocolate and Almond Biscotti,salt,Contains
21056,Chocolate and Almond Biscotti,white sugar,Contains
21057,Chocolate and Almond Biscotti,semisweet chocolate chips,Contains
21058,Chocolate and Almond Biscotti,eggs,Contains
21059,Chocolate and Almond Biscotti,vanilla extract,Contains
21060,Chocolate and Almond Biscotti,whiskey,Contains
21061,County Fair Elephant Ears,all-purpose flour,Contains
21062,County Fair Elephant Ears,white sugar,Contains
21063,County Fair Elephant Ears,salt,Contains
21064,County Fair Elephant Ears,butter,Contains
21065,County Fair Elephant Ears,package active dry yeast,Contains
21066,County Fair Elephant Ears,water,Contains
21067,County Fair Elephant Ears,milk,Contains
21068,County Fair Elephant Ears,egg yolk,Contains
21069,County Fair Elephant Ears,butter,Contains
21070,County Fair Elephant Ears,white sugar,Contains
21071,County Fair Elephant Ears,melted butter,Contains
21072,County Fair Elephant Ears,ground cinnamon,Contains
21073,County Fair Elephant Ears,chopped walnuts,Contains
21074,Peanut Butter/Chocolate Chip Cookie Bars,butter,Contains
21075,Peanut Butter/Chocolate Chip Cookie Bars,graham cracker crumbs,Contains
21076,Peanut Butter/Chocolate Chip Cookie Bars,sweetened condensed milk,Contains
21077,Peanut Butter/Chocolate Chip Cookie Bars,semisweet chocolate chips,Contains
21078,Peanut Butter/Chocolate Chip Cookie Bars,peanut butter chips,Contains
21079,German Chocolate Bars,package wrapped caramels,Contains
21080,German Chocolate Bars,sweetened condensed milk,Contains
21081,German Chocolate Bars,package German chocolate cake mix,Contains
21082,German Chocolate Bars,butter,Contains
21083,German Chocolate Bars,sweetened condensed milk,Contains
21084,German Chocolate Bars,semisweet chocolate chips,Contains
21085,German Chocolate Bars,chopped walnuts,Contains
21086,Lots o' Cookies,packed brown sugar,Contains
21087,Lots o' Cookies,white sugar,Contains
21088,Lots o' Cookies,butter,Contains
21089,Lots o' Cookies,shortening,Contains
21090,Lots o' Cookies,eggs,Contains
21091,Lots o' Cookies,vanilla extract,Contains
21092,Lots o' Cookies,all-purpose flour,Contains
21093,Lots o' Cookies,whole wheat flour,Contains
21094,Lots o' Cookies,salt,Contains
21095,Lots o' Cookies,baking soda,Contains
21096,Lots o' Cookies,rolled oats,Contains
21097,Lots o' Cookies,semisweet chocolate chips,Contains
21098,Lots o' Cookies,chopped walnuts,Contains
21099,Lots o' Cookies,flaked coconut,Contains
21100,Oatmeal Date Cookies,all-purpose flour,Contains
21101,Oatmeal Date Cookies,baking powder,Contains
21102,Oatmeal Date Cookies,baking soda,Contains
21103,Oatmeal Date Cookies,salt,Contains
21104,Oatmeal Date Cookies,packed brown sugar,Contains
21105,Oatmeal Date Cookies,shortening,Contains
21106,Oatmeal Date Cookies,eggs,Contains
21107,Oatmeal Date Cookies,white sugar,Contains
21108,Oatmeal Date Cookies,vanilla extract,Contains
21109,Oatmeal Date Cookies,quick cooking oats,Contains
21110,Oatmeal Date Cookies,dates,Contains
21111,Oatmeal Date Cookies,chopped walnuts,Contains
21112,Amish Cookies,butter,Contains
21113,Amish Cookies,vegetable oil,Contains
21114,Amish Cookies,white sugar,Contains
21115,Amish Cookies,confectioners' sugar,Contains
21116,Amish Cookies,eggs,Contains
21117,Amish Cookies,vanilla extract,Contains
21118,Amish Cookies,all-purpose flour,Contains
21119,Amish Cookies,baking soda,Contains
21120,Amish Cookies,cream of tartar,Contains
21121,Thumbprint Cookies I,butter,Contains
21122,Thumbprint Cookies I,packed brown sugar,Contains
21123,Thumbprint Cookies I,egg,Contains
21124,Thumbprint Cookies I,vanilla extract,Contains
21125,Thumbprint Cookies I,all-purpose flour,Contains
21126,Thumbprint Cookies I,chopped walnuts,Contains
21127,Thumbprint Cookies I,any flavor fruit jam,Contains
21128,Thumbprint Cookies I,salt,Contains
21129,Crinkles,squares unsweetened chocolate,Contains
21130,Crinkles,white sugar,Contains
21131,Crinkles,vanilla extract,Contains
21132,Crinkles,baking powder,Contains
21133,Crinkles,confectioners' sugar,Contains
21134,Crinkles,salt,Contains
21135,Crinkles,all-purpose flour,Contains
21136,Crinkles,eggs,Contains
21137,Crinkles,vegetable oil,Contains
21138,Chocolate Frosting I,butter,Contains
21139,Chocolate Frosting I,unsweetened cocoa powder,Contains
21140,Chocolate Frosting I,salt,Contains
21141,Chocolate Frosting I,boiling water,Contains
21142,Chocolate Frosting I,confectioners' sugar,Contains
21143,Apple Bars,melted butter,Contains
21144,Apple Bars,white sugar,Contains
21145,Apple Bars,egg,Contains
21146,Apple Bars,all-purpose flour,Contains
21147,Apple Bars,baking soda,Contains
21148,Apple Bars,ground cinnamon,Contains
21149,Apple Bars,apples - peeled,Contains
21150,Apple Bars,chopped walnuts,Contains
21151,Aunt Hazel's Apple Oatmeal Cookies,packed brown sugar,Contains
21152,Aunt Hazel's Apple Oatmeal Cookies,butter,Contains
21153,Aunt Hazel's Apple Oatmeal Cookies,rolled oats,Contains
21154,Aunt Hazel's Apple Oatmeal Cookies,ground cinnamon,Contains
21155,Aunt Hazel's Apple Oatmeal Cookies,salt,Contains
21156,Aunt Hazel's Apple Oatmeal Cookies,chopped walnuts,Contains
21157,Aunt Hazel's Apple Oatmeal Cookies,eggs,Contains
21158,Aunt Hazel's Apple Oatmeal Cookies,vanilla extract,Contains
21159,Aunt Hazel's Apple Oatmeal Cookies,all-purpose flour,Contains
21160,Aunt Hazel's Apple Oatmeal Cookies,baking soda,Contains
21161,Aunt Hazel's Apple Oatmeal Cookies,apple - peeled,Contains
21162,Aunt Hazel's Apple Oatmeal Cookies,confectioners' sugar,Contains
21163,Aunt Hazel's Apple Oatmeal Cookies,tablespoon milk,Contains
21164,Raisin Sour Cream Bars,raisins,Contains
21165,Raisin Sour Cream Bars,white sugar,Contains
21166,Raisin Sour Cream Bars,eggs,Contains
21167,Raisin Sour Cream Bars,cornstarch,Contains
21168,Raisin Sour Cream Bars,sour cream,Contains
21169,Raisin Sour Cream Bars,ground cinnamon,Contains
21170,Raisin Sour Cream Bars,packed brown sugar,Contains
21171,Raisin Sour Cream Bars,rolled oats,Contains
21172,Raisin Sour Cream Bars,baking soda,Contains
21173,Raisin Sour Cream Bars,salt,Contains
21174,Raisin Sour Cream Bars,all-purpose flour,Contains
21175,Raisin Sour Cream Bars,butter,Contains
21176,Ghraybeh Cookies,cake flour,Contains
21177,Ghraybeh Cookies,all-purpose flour,Contains
21178,Ghraybeh Cookies,semolina flour,Contains
21179,Ghraybeh Cookies,clarified butter,Contains
21180,Ghraybeh Cookies,confectioners' sugar,Contains
21181,Ghraybeh Cookies,orange flower water,Contains
21182,Ghraybeh Cookies,blanched almonds,Contains
21183,Mexican Bride Cookies,all-purpose flour,Contains
21184,Mexican Bride Cookies,confectioners' sugar,Contains
21185,Mexican Bride Cookies,butter,Contains
21186,Mexican Bride Cookies,salt,Contains
21187,Mexican Bride Cookies,chopped pecans,Contains
21188,Mexican Bride Cookies,tablespoon vanilla extract,Contains
21189,Crispy Almond Cookies,all-purpose flour,Contains
21190,Crispy Almond Cookies,cream of tartar,Contains
21191,Crispy Almond Cookies,salt,Contains
21192,Crispy Almond Cookies,shortening,Contains
21193,Crispy Almond Cookies,white sugar,Contains
21194,Crispy Almond Cookies,eggs,Contains
21195,Crispy Almond Cookies,water,Contains
21196,Crispy Almond Cookies,baking soda,Contains
21197,Crispy Almond Cookies,almond extract,Contains
21198,Crispy Almond Cookies,milk,Contains
21199,Crispy Almond Cookies,ground almonds,Contains
21200,Decadent Bars,all-purpose flour,Contains
21201,Decadent Bars,baking powder,Contains
21202,Decadent Bars,baking soda,Contains
21203,Decadent Bars,salt,Contains
21204,Decadent Bars,shortening,Contains
21205,Decadent Bars,tablespoon orange zest,Contains
21206,Decadent Bars,orange juice,Contains
21207,Decadent Bars,egg,Contains
21208,Decadent Bars,packed brown sugar,Contains
21209,Decadent Bars,butterscotch chips,Contains
21210,Decadent Bars,coconut,Contains
21211,Apple Oatmeal Cookies I,all-purpose flour,Contains
21212,Apple Oatmeal Cookies I,baking powder,Contains
21213,Apple Oatmeal Cookies I,ground cinnamon,Contains
21214,Apple Oatmeal Cookies I,salt,Contains
21215,Apple Oatmeal Cookies I,ground nutmeg,Contains
21216,Apple Oatmeal Cookies I,shortening,Contains
21217,Apple Oatmeal Cookies I,white sugar,Contains
21218,Apple Oatmeal Cookies I,eggs,Contains
21219,Apple Oatmeal Cookies I,rolled oats,Contains
21220,Apple Oatmeal Cookies I,apple without peel,Contains
21221,Apple Oatmeal Cookies I,chopped walnuts,Contains
21222,Baklava,unsalted butter,Contains
21223,Baklava,package phyllo dough,Contains
21224,Baklava,chopped pecans,Contains
21225,Baklava,whole,Contains
21226,Baklava,water,Contains
21227,Baklava,white sugar,Contains
21228,Baklava,cinnamon stick,Contains
21229,Baklava,honey,Contains
21230,Almond Cookies I,butter,Contains
21231,Almond Cookies I,white sugar,Contains
21232,Almond Cookies I,egg,Contains
21233,Almond Cookies I,all-purpose flour,Contains
21234,Almond Cookies I,ground almonds,Contains
21235,Almond Cookies I,amaretto liqueur,Contains
21236,Blueberry Bars,all-purpose flour,Contains
21237,Blueberry Bars,baking powder,Contains
21238,Blueberry Bars,shortening,Contains
21239,Blueberry Bars,white sugar,Contains
21240,Blueberry Bars,eggs,Contains
21241,Blueberry Bars,almond extract,Contains
21242,Blueberry Bars,milk,Contains
21243,Blueberry Bars,blueberries,Contains
21244,Blueberry Bars,confectioners' sugar,Contains
21245,Blueberry Bars,cream cheese,Contains
21246,Blueberry Bars,almond extract,Contains
21247,Blueberry Drop Cookies,all-purpose flour,Contains
21248,Blueberry Drop Cookies,baking powder,Contains
21249,Blueberry Drop Cookies,salt,Contains
21250,Blueberry Drop Cookies,shortening,Contains
21251,Blueberry Drop Cookies,milk,Contains
21252,Blueberry Drop Cookies,egg,Contains
21253,Blueberry Drop Cookies,white sugar,Contains
21254,Blueberry Drop Cookies,almond extract,Contains
21255,Blueberry Drop Cookies,lemon zest,Contains
21256,Blueberry Drop Cookies,blueberries,Contains
21257,Brown Sugar Cookies I,all-purpose flour,Contains
21258,Brown Sugar Cookies I,baking powder,Contains
21259,Brown Sugar Cookies I,salt,Contains
21260,Brown Sugar Cookies I,butter,Contains
21261,Brown Sugar Cookies I,egg,Contains
21262,Brown Sugar Cookies I,tablespoon heavy whipping cream,Contains
21263,Brown Sugar Cookies I,vanilla extract,Contains
21264,Brown Sugar Cookies I,packed brown sugar,Contains
21265,Butter Pecan Cookies,butter,Contains
21266,Butter Pecan Cookies,packed brown sugar,Contains
21267,Butter Pecan Cookies,egg,Contains
21268,Butter Pecan Cookies,all-purpose flour,Contains
21269,Butter Pecan Cookies,salt,Contains
21270,Butter Pecan Cookies,pecan,Contains
21271,Butterscotch Brownies I,all-purpose flour,Contains
21272,Butterscotch Brownies I,baking powder,Contains
21273,Butterscotch Brownies I,ground walnuts,Contains
21274,Butterscotch Brownies I,salt,Contains
21275,Butterscotch Brownies I,shortening,Contains
21276,Butterscotch Brownies I,packed brown sugar,Contains
21277,Butterscotch Brownies I,egg,Contains
21278,Butterscotch Brownies I,vanilla extract,Contains
21279,Caramel Squares,package wrapped caramels,Contains
21280,Caramel Squares,shortening,Contains
21281,Caramel Squares,evaporated milk,Contains
21282,Caramel Squares,package German chocolate cake mix,Contains
21283,Caramel Squares,chopped peanuts,Contains
21284,Caramel Squares,semisweet chocolate chips,Contains
21285,Chocolate Coconut Bars,graham cracker crumbs,Contains
21286,Chocolate Coconut Bars,sweetened condensed milk,Contains
21287,Chocolate Coconut Bars,semisweet chocolate chips,Contains
21288,Chocolate Coconut Bars,flaked coconut,Contains
21289,Coconut Squares,shortening,Contains
21290,Coconut Squares,bread crumbs,Contains
21291,Coconut Squares,butterscotch chips,Contains
21292,Coconut Squares,semisweet chocolate chips,Contains
21293,Coconut Squares,chopped walnuts,Contains
21294,Coconut Squares,coconut,Contains
21295,Coconut Squares,sweetened condensed milk,Contains
21296,Chewy Coconut Bars,all-purpose flour,Contains
21297,Chewy Coconut Bars,baking powder,Contains
21298,Chewy Coconut Bars,salt,Contains
21299,Chewy Coconut Bars,shortening,Contains
21300,Chewy Coconut Bars,packed brown sugar,Contains
21301,Chewy Coconut Bars,vanilla extract,Contains
21302,Chewy Coconut Bars,eggs,Contains
21303,Chewy Coconut Bars,semisweet chocolate chips,Contains
21304,Chewy Coconut Bars,chopped walnuts,Contains
21305,Chewy Coconut Bars,coconut,Contains
21306,Cream Cheese Brownies I,all-purpose flour,Contains
21307,Cream Cheese Brownies I,baking powder,Contains
21308,Cream Cheese Brownies I,salt,Contains
21309,Cream Cheese Brownies I,semisweet chocolate chips,Contains
21310,Cream Cheese Brownies I,shortening,Contains
21311,Cream Cheese Brownies I,white sugar,Contains
21312,Cream Cheese Brownies I,eggs,Contains
21313,Cream Cheese Brownies I,cream cheese,Contains
21314,Cream Cheese Brownies I,vanilla extract,Contains
21315,Cream Cheese Brownies I,almond extract,Contains
21316,Cream Cheese Brownies I,chopped almonds,Contains
21317,Gingerbread Men,all-purpose flour,Contains
21318,Gingerbread Men,ground ginger,Contains
21319,Gingerbread Men,ground cinnamon,Contains
21320,Gingerbread Men,salt,Contains
21321,Gingerbread Men,white sugar,Contains
21322,Gingerbread Men,shortening,Contains
21323,Gingerbread Men,egg,Contains
21324,Gingerbread Men,molasses,Contains
21325,Gingerbread Men,baking soda,Contains
21326,Gingerbread Men,water,Contains
21327,Gingerbread Men,raisins for decorating,Contains
21328,Granola Bars I,all-purpose flour,Contains
21329,Granola Bars I,whole wheat flour,Contains
21330,Granola Bars I,ground walnuts,Contains
21331,Granola Bars I,salt,Contains
21332,Granola Bars I,baking powder,Contains
21333,Granola Bars I,shortening,Contains
21334,Granola Bars I,packed brown sugar,Contains
21335,Granola Bars I,eggs,Contains
21336,Granola Bars I,vanilla extract,Contains
21337,Granola Bars I,granola,Contains
21338,Granola Bars I,cranberries,Contains
21339,Fruit and Honey Cookies,all-purpose flour,Contains
21340,Fruit and Honey Cookies,ground walnuts,Contains
21341,Fruit and Honey Cookies,baking soda,Contains
21342,Fruit and Honey Cookies,ground allspice,Contains
21343,Fruit and Honey Cookies,ground cinnamon,Contains
21344,Fruit and Honey Cookies,salt,Contains
21345,Fruit and Honey Cookies,honey,Contains
21346,Fruit and Honey Cookies,shortening,Contains
21347,Fruit and Honey Cookies,packed brown sugar,Contains
21348,Fruit and Honey Cookies,eggs,Contains
21349,Fruit and Honey Cookies,milk,Contains
21350,Fruit and Honey Cookies,raisins,Contains
21351,Fruit and Honey Cookies,currants,Contains
21352,Fruit and Honey Cookies,dates,Contains
21353,Raisin Lemon Cookies,all-purpose flour,Contains
21354,Raisin Lemon Cookies,baking soda,Contains
21355,Raisin Lemon Cookies,salt,Contains
21356,Raisin Lemon Cookies,shortening,Contains
21357,Raisin Lemon Cookies,eggs,Contains
21358,Raisin Lemon Cookies,white sugar,Contains
21359,Raisin Lemon Cookies,lemon juice,Contains
21360,Raisin Lemon Cookies,lemon extract,Contains
21361,Raisin Lemon Cookies,rolled oats,Contains
21362,Raisin Lemon Cookies,raisins,Contains
21363,Macadamia Nut Cookies,all-purpose flour,Contains
21364,Macadamia Nut Cookies,baking soda,Contains
21365,Macadamia Nut Cookies,salt,Contains
21366,Macadamia Nut Cookies,packed brown sugar,Contains
21367,Macadamia Nut Cookies,shortening,Contains
21368,Macadamia Nut Cookies,white sugar,Contains
21369,Macadamia Nut Cookies,eggs,Contains
21370,Macadamia Nut Cookies,vanilla extract,Contains
21371,Macadamia Nut Cookies,lemon juice,Contains
21372,Macadamia Nut Cookies,chopped macadamia nuts,Contains
21373,Macadamia Nut Cookies,rolled oats,Contains
21374,Sour Cream Chocolate Chip Cookies,raisins,Contains
21375,Sour Cream Chocolate Chip Cookies,chopped walnuts,Contains
21376,Sour Cream Chocolate Chip Cookies,all-purpose flour,Contains
21377,Sour Cream Chocolate Chip Cookies,vanilla extract,Contains
21378,Sour Cream Chocolate Chip Cookies,baking soda,Contains
21379,Sour Cream Chocolate Chip Cookies,butter,Contains
21380,Sour Cream Chocolate Chip Cookies,white sugar,Contains
21381,Sour Cream Chocolate Chip Cookies,eggs,Contains
21382,Sour Cream Chocolate Chip Cookies,sour cream,Contains
21383,Sour Cream Chocolate Chip Cookies,semisweet chocolate chips,Contains
21384,Raisin Peanut Butter Bran Cookies,whole wheat flour,Contains
21385,Raisin Peanut Butter Bran Cookies,baking soda,Contains
21386,Raisin Peanut Butter Bran Cookies,peanut butter,Contains
21387,Raisin Peanut Butter Bran Cookies,butter,Contains
21388,Raisin Peanut Butter Bran Cookies,packed brown sugar,Contains
21389,Raisin Peanut Butter Bran Cookies,whole bran cereal,Contains
21390,Raisin Peanut Butter Bran Cookies,eggs,Contains
21391,Raisin Peanut Butter Bran Cookies,vanilla extract,Contains
21392,Raisin Peanut Butter Bran Cookies,raisins,Contains
21393,Raisin Peanut Butter Bran Cookies,rolled oats,Contains
21394,Chocolate Peanut Cookies,unsalted butter,Contains
21395,Chocolate Peanut Cookies,peanut butter,Contains
21396,Chocolate Peanut Cookies,packed brown sugar,Contains
21397,Chocolate Peanut Cookies,vanilla extract,Contains
21398,Chocolate Peanut Cookies,egg,Contains
21399,Chocolate Peanut Cookies,unbleached all-purpose flour,Contains
21400,Chocolate Peanut Cookies,unsweetened cocoa powder,Contains
21401,Chocolate Peanut Cookies,baking soda,Contains
21402,Chocolate Peanut Cookies,squares milk chocolate,Contains
21403,Chocolate Peanut Cookies,salted peanuts,Contains
21404,Jumbo Raisin Spice Cookies,unbleached all-purpose flour,Contains
21405,Jumbo Raisin Spice Cookies,baking powder,Contains
21406,Jumbo Raisin Spice Cookies,baking soda,Contains
21407,Jumbo Raisin Spice Cookies,salt,Contains
21408,Jumbo Raisin Spice Cookies,ground ginger,Contains
21409,Jumbo Raisin Spice Cookies,ground cinnamon,Contains
21410,Jumbo Raisin Spice Cookies,ground nutmeg,Contains
21411,Jumbo Raisin Spice Cookies,unsalted butter,Contains
21412,Jumbo Raisin Spice Cookies,white sugar,Contains
21413,Jumbo Raisin Spice Cookies,vanilla extract,Contains
21414,Jumbo Raisin Spice Cookies,eggs,Contains
21415,Jumbo Raisin Spice Cookies,raisins,Contains
21416,Jumbo Raisin Spice Cookies,salted peanuts,Contains
21417,Chocolate Almond Freezer Cookies,squares milk chocolate,Contains
21418,Chocolate Almond Freezer Cookies,chopped blanched almonds,Contains
21419,Chocolate Almond Freezer Cookies,white sugar,Contains
21420,Chocolate Almond Freezer Cookies,unbleached all-purpose flour,Contains
21421,Chocolate Almond Freezer Cookies,salt,Contains
21422,Chocolate Almond Freezer Cookies,baking powder,Contains
21423,Chocolate Almond Freezer Cookies,baking soda,Contains
21424,Chocolate Almond Freezer Cookies,unsweetened cocoa powder,Contains
21425,Chocolate Almond Freezer Cookies,unsalted butter,Contains
21426,Chocolate Almond Freezer Cookies,vanilla extract,Contains
